0.gif,https://web.archive.org/web/20090829110235/http://geocities.com/tamnhuplanet/8.html
1.gif,https://web.archive.org/web/20090829110235/http://geocities.com/tamnhuplanet/15.html
27.gif,https://web.archive.org/web/20091027022247/http://ca.geocities.com/theargonautca/childrenreference.htm
Angels_Angel_flies_1prv.gif,https://web.archive.org/web/20090726031120/http://geocities.com/bpe_friends/
Angels_Angel_flies_2_prv.gif,https://web.archive.org/web/20090806144241/http://geocities.com/bpe_friends/linxy.html
Button_House.gif,https://web.archive.org/web/20091028053945/http://www.geocities.com/amberrosea/Amberroses_Dolls.html
Caution.gif,https://web.archive.org/web/20091026224926/http://geocities.com/hog_uac/hstorian.html
Earth_Globe.gif,https://web.archive.org/web/20091026235635/http://au.geocities.com/mullupmanau/dopepiks/31191.html
GLOBE.GIF,https://web.archive.org/web/20091026235106/http://es.geocities.com//autohermes03/guiacuba-j.htm
HOLYHIGHALTARFLAME.gif,https://web.archive.org/web/20091027092146/http://www.geocities.com/isissanctuary/temple30.html
Monk.gif,https://web.archive.org/web/20091024041619/http://geocities.com/cdeepal/EncyclopediaTibia/MageStrongKills.html
TV.gif,https://web.archive.org/web/20090830064038/http://geocities.com/teenentertainmentdc/AaronCarterConcertPics.html
USA-Flag-usa3.gif,https://web.archive.org/web/20091021105933/http://geocities.com/autoliteraturecollector/USAoverseas.html
a03.gif,https://web.archive.org/web/20091027100858/http://hk.geocities.com/trflam/horoscopes03.htm
angel4r.gif,https://web.archive.org/web/20090801011106/http://geocities.com/Heartland/Farm/9496/novilla.html
angelCLR.gif,https://web.archive.org/web/20090901220453/http://geocities.com/petsburgh/5640/awards.htm
angel_blowingkisses.gif,https://web.archive.org/web/20090829011311/http://geocities.com/myheavenlyangels2000/index
aniheart.gif,https://web.archive.org/web/20091022072703/http://geocities.com/neaner98/July14.html
anihouse.gif,https://web.archive.org/web/20090809210235/http://geocities.com/kristnoelle/xmasdays.html
anlthouse.gif,https://web.archive.org/web/20091021104305/http://geocities.com/berean_315/czech.htm
arrow.gif,
bg_star.gif,
biglaugh.gif,
boneline.gif,
book2.gif,
broken_heart.gif,https://web.archive.org/web/20091027094351/http://geocities.com/freeshairi/samunder.html
butterflies_flowers_lg_nwm_3824.gif,
candlerose.gif,
carmove.gif,
clear.gif,
congratulationsCLR.gif,
dollar.gif,
dovec.gif,
doverigth.gif,
dvd.gif,
emailtr.gif,
explosion.gif,
freemoney.gif,
gbook.gif,
ghosty_e0.gif,
hacker.gif,
hacker3d.gif,
heart.gif,https://web.archive.org/web/20090805093506/http://geocities.com/Tokyo/Harbor/7077/r/r020.htm
heart2.gif,https://web.archive.org/web/20090810064416/http://geocities.com/loverbabe.geo/storyland/sw33.html
heart3.gif,https://web.archive.org/web/20090805093506/http://geocities.com/Tokyo/Harbor/7077/r/r020.htm
heartspin.gif,
house.gif,https://web.archive.org/web/20090901165512/http://geocities.com/kapteyn2001/landisrd.htm
house02.gif,
i_love_you.gif,
jesus_resurrection_clouds_heaven_lg_clr_16938.gif,
laugh.gif,
mail.gif,
mail6.gif,
mailbox1.gif,
maskojosfuego.gif,
microphone7.gif,
money.gif,
money1.gif,
moneysw.gif,
monk-walk.gif,https://web.archive.org/web/20090728194151/http://geocities.com/princeofpeace_07508/
movingwhitehouse.gif,
mushroom_house_md_wht.gif,
palomail.gif,
pandawalk.gif,
pixlator.gif,
planet2.gif,https://web.archive.org/web/20091024090240/http://geocities.com/TimesSquare/Corridor/2813/dicas/needspeed.html
planet3.gif,https://web.archive.org/web/20090829234706/http://geocities.com/wilborniti//alexandria.html
planet4.gif,https://web.archive.org/web/20090830222500/http://geocities.com/universalrobotics//zpd1armedpolicepatrol.html
planet5.gif,https://web.archive.org/web/20090829185748/http://geocities.com/universalrobotics//angelpfr1.html
planet6.gif,https://web.archive.org/web/20091022183841/http://geocities.com/wilbornitiaerospace/I1ExplorationCruiser.html
planet7.gif,https://web.archive.org/web/20091022190418/http://geocities.com/universalrobotics//zx7flightarmedpatrol.html
planet8.gif,https://web.archive.org/web/20091027055344/http://www.geocities.com/wilbornitiaerospace//executivedinners.html
pointleft.gif,
pointright.gif,
radioactive1.gif,
red-ack.gif,
red-recent.gif,
red.gif,
redposey.gif,
sign_congratulations_lg_nwm.gif,
skullne2.gif,
snailmail.gif,
starstwinkle.gif,
swordfight.gif,
toctrophy.gif,
tombstone_lg_clr.gif,
toysoldier_drumming_md_wht.gif,
usa-export.gif,
usa.gif,
valhousewithsmokehearts.gif,
vineflowers.gif,
vote.gif,
zoom.gif,
